Month,Day,Year,Home Team,Away Team,Home Score,Away Score,Overtime Periods,Game Type
2,16,2022,Grizzlies,Trail Blazers,119,123,0,RS
2,16,2022,Magic,Hawks,109,130,0,RS
2,16,2022,Pacers,Wizards,113,108,0,RS
2,16,2022,Knicks,Nets,113,108,0,RS
2,16,2022,Bulls,Kings,125,118,0,RS
2,16,2022,Timberwolves,Raptors,91,103,0,RS
2,16,2022,Thunder,Spurs,106,114,0,RS
2,16,2022,Suns,Rockets,124,121,0,RS
2,16,2022,Warriors,Nuggets,116,117,0,RS
2,16,2022,Lakers,Jazz,106,101,0,RS
2,17,2022,Hornets,Heat,107,111,2,RS
2,17,2022,Nets,Wizards,103,117,0,RS
2,17,2022,Pelicans,Mavericks,118,125,0,RS
2,17,2022,Bucks,76ers,120,123,0,RS
2,17,2022,Clippers,Rockets,142,111,0,RS
2,24,2022,Nets,Celtics,106,129,0,RS
2,24,2022,Timberwolves,Grizzlies,119,114,0,RS
2,24,2022,Pistons,Cavaliers,106,103,0,RS
2,24,2022,Bulls,Hawks,112,108,0,RS
2,24,2022,Thunder,Suns,104,124,0,RS
2,24,2022,Trail Blazers,Warriors,95,132,0,RS
2,24,2022,Kings,Nuggets,110,128,0,RS
2,25,2022,Hornets,Raptors,125,93,0,RS
2,25,2022,Pacers,Thunder,125,129,1,RS
2,25,2022,Magic,Rockets,119,111,0,RS
2,25,2022,Wizards,Spurs,153,157,2,RS
2,25,2022,Knicks,Heat,100,115,1,RS
2,25,2022,Timberwolves,76ers,102,133,0,RS
2,25,2022,Suns,Pelicans,102,117,0,RS
2,25,2022,Jazz,Mavericks,114,109,0,RS
2,25,2022,Lakers,Clippers,102,105,0,RS
2,26,2022,Pistons,Celtics,104,113,0,RS
2,26,2022,Bulls,Grizzlies,110,116,0,RS
2,26,2022,Hawks,Raptors,127,100,0,RS
2,26,2022,Cavaliers,Wizards,92,86,0,RS
2,26,2022,Heat,Spurs,133,129,0,RS
2,26,2022,Bucks,Nets,123,126,0,RS
2,26,2022,Nuggets,Kings,115,110,0,RS
2,27,2022,Pacers,Celtics,128,107,0,RS
2,27,2022,Knicks,76ers,109,125,0,RS
2,27,2022,Suns,Jazz,114,118,0,RS
2,27,2022,Hornets,Pistons,126,127,1,RS
2,27,2022,Rockets,Clippers,98,99,0,RS
2,27,2022,Warriors,Mavericks,101,107,0,RS
2,27,2022,Trail Blazers,Nuggets,92,124,0,RS
2,27,2022,Lakers,Pelicans,95,123,0,RS
2,28,2022,Grizzlies,Spurs,118,105,0,RS
2,28,2022,Cavaliers,Timberwolves,122,127,0,RS
2,28,2022,Magic,Pacers,119,103,0,RS
2,28,2022,Nets,Raptors,97,133,0,RS
2,28,2022,Heat,Bulls,112,99,0,RS
2,28,2022,Bucks,Hornets,130,106,0,RS
2,28,2022,Thunder,Kings,110,131,0,RS
3,1,2022,Celtics,Hawks,107,98,0,RS
3,1,2022,Wizards,Pistons,116,113,0,RS
3,1,2022,Raptors,Nets,109,108,0,RS
3,1,2022,Rockets,Clippers,100,113,0,RS
3,1,2022,Timberwolves,Warriors,129,114,0,RS
3,1,2022,Lakers,Mavericks,104,109,0,RS
3,2,2022,Cavaliers,Hornets,98,110,0,RS
3,2,2022,Magic,Pacers,114,122,1,RS
3,2,2022,76ers,Knicks,123,108,0,RS
3,2,2022,Rockets,Jazz,127,132,1,RS
3,2,2022,Bucks,Heat,120,119,0,RS
3,2,2022,Pelicans,Kings,125,95,0,RS
3,2,2022,Nuggets,Thunder,107,119,0,RS
3,2,2022,Suns,Trail Blazers,120,90,0,RS
3,3,2022,Celtics,Grizzlies,120,87,0,RS
3,3,2022,Hawks,Bulls,130,124,0,RS
3,3,2022,Nets,Heat,107,113,0,RS
3,3,2022,Raptors,Pistons,106,108,0,RS
3,3,2022,Mavericks,Warriors,122,113,0,RS
3,3,2022,Spurs,Kings,112,115,0,RS
3,3,2022,Clippers,Lakers,132,111,0,RS
3,4,2022,Pistons,Pacers,111,106,0,RS
3,4,2022,76ers,Cavaliers,125,119,0,RS
3,4,2022,Wizards,Hawks,114,117,0,RS
3,4,2022,Bulls,Bucks,112,118,0,RS
3,4,2022,Raptors,Magic,97,103,0,RS
3,4,2022,Pelicans,Jazz,124,90,0,RS
3,4,2022,Thunder,Timberwolves,101,138,0,RS
3,4,2022,Nuggets,Rockets,116,101,0,RS
3,4,2022,Suns,Knicks,115,114,0,RS
3,5,2022,Grizzlies,Magic,124,96,0,RS
3,5,2022,Mavericks,Kings,114,113,0,RS
3,5,2022,Hornets,Spurs,123,117,0,RS
3,5,2022,Heat,76ers,99,82,0,RS
3,5,2022,Timberwolves,Trail Blazers,135,121,0,RS
3,5,2022,Lakers,Warriors,124,116,0,RS
3,6,2022,Rockets,Grizzlies,123,112,0,RS
3,6,2022,Celtics,Nets,126,120,0,RS
3,6,2022,Cavaliers,Raptors,104,96,0,RS
3,6,2022,Nuggets,Pelicans,138,130,1,RS
3,6,2022,Bucks,Suns,132,122,0,RS
3,6,2022,Wizards,Pacers,133,123,0,RS
3,6,2022,Thunder,Jazz,103,116,0,RS
3,6,2022,Clippers,Knicks,93,116,0,RS
3,7,2022,Pistons,Hawks,113,110,1,RS
3,7,2022,76ers,Bulls,121,106,0,RS
3,7,2022,Heat,Rockets,123,106,0,RS
3,7,2022,Timberwolves,Trail Blazers,124,81,0,RS
3,7,2022,Mavericks,Jazz,111,103,0,RS
3,7,2022,Spurs,Lakers,117,110,0,RS
3,7,2022,Nuggets,Warriors,131,124,0,RS
3,7,2022,Kings,Knicks,115,131,0,RS
3,8,2022,Grizzlies,Pelicans,132,111,0,RS
3,8,2022,Hornets,Nets,121,132,0,RS
3,8,2022,Pacers,Cavaliers,124,127,0,RS
3,8,2022,Magic,Suns,99,102,0,RS
3,8,2022,Thunder,Bucks,115,142,0,RS
3,8,2022,Warriors,Clippers,112,97,0,RS
3,9,2022,Hornets,Celtics,101,115,0,RS
3,9,2022,Pistons,Bulls,108,114,0,RS
3,9,2022,Heat,Suns,90,111,0,RS
3,9,2022,Bucks,Hawks,124,115,0,RS
3,9,2022,Rockets,Lakers,139,130,1,RS
3,9,2022,Timberwolves,Thunder,132,102,0,RS
3,9,2022,Pelicans,Magic,102,108,0,RS
3,9,2022,Mavericks,Knicks,77,107,0,RS
3,9,2022,Spurs,Raptors,104,119,0,RS
3,9,2022,Jazz,Trail Blazers,123,85,0,RS
3,9,2022,Kings,Nuggets,100,106,0,RS
3,9,2022,Clippers,Wizards,115,109,0,RS
3,10,2022,76ers,Nets,100,129,0,RS
3,10,2022,Nuggets,Warriors,102,113,0,RS
3,11,2022,Celtics,Pistons,114,103,0,RS
3,11,2022,Grizzlies,Knicks,118,114,0,RS
3,11,2022,Magic,Timberwolves,118,110,0,RS
3,11,2022,Hawks,Clippers,112,106,0,RS
3,11,2022,Heat,Cavaliers,117,105,0,RS
3,11,2022,Rockets,Mavericks,100,113,0,RS
3,11,2022,Pelicans,Hornets,120,142,0,RS
3,11,2022,Spurs,Jazz,104,102,0,RS
3,11,2022,Suns,Raptors,112,117,0,RS
3,11,2022,Lakers,Wizards,122,109,0,RS
3,12,2022,Heat,Timberwolves,104,113,0,RS
3,12,2022,Bulls,Cavaliers,101,91,0,RS
3,12,2022,Spurs,Pacers,108,119,0,RS
3,12,2022,Warriors,Bucks,122,109,0,RS
3,12,2022,Nuggets,Raptors,115,127,0,RS
3,12,2022,Jazz,Kings,134,125,0,RS
3,12,2022,Trail Blazers,Wizards,127,118,0,RS
3,13,2022,Celtics,Mavericks,92,95,0,RS
3,13,2022,Thunder,Grizzlies,118,125,0,RS
3,13,2022,Nets,Knicks,110,107,0,RS
3,13,2022,Pistons,Clippers,102,106,0,RS
3,13,2022,Magic,76ers,114,116,1,RS
3,13,2022,Hawks,Pacers,131,128,0,RS
3,13,2022,Pelicans,Rockets,130,105,0,RS
3,13,2022,Suns,Lakers,140,111,0,RS
3,14,2022,Cavaliers,Clippers,120,111,1,RS
3,14,2022,Hawks,Trail Blazers,122,113,0,RS
3,14,2022,76ers,Nuggets,110,114,0,RS
3,14,2022,Thunder,Hornets,116,134,0,RS
3,14,2022,Spurs,Timberwolves,139,149,0,RS
3,14,2022,Warriors,Wizards,126,112,0,RS
3,14,2022,Kings,Bulls,112,103,0,RS
3,14,2022,Jazz,Bucks,111,117,0,RS
3,14,2022,Lakers,Raptors,103,114,0,RS
3,15,2022,Pacers,Grizzlies,102,135,0,RS
3,15,2022,Magic,Nets,108,150,0,RS
3,15,2022,Heat,Pistons,105,98,0,RS
3,15,2022,Pelicans,Suns,115,131,0,RS
3,16,2022,Warriors,Celtics,88,110,0,RS
3,16,2022,Hornets,Hawks,116,106,0,RS
3,16,2022,Cavaliers,76ers,114,118,0,RS
3,16,2022,Wizards,Nuggets,109,127,0,RS
3,16,2022,Nets,Mavericks,111,113,0,RS
3,16,2022,Knicks,Trail Blazers,128,98,0,RS
3,16,2022,Rockets,Suns,112,129,0,RS
3,16,2022,Timberwolves,Lakers,124,104,0,RS
3,16,2022,Spurs,Thunder,122,120,0,RS
3,16,2022,Jazz,Bulls,125,110,0,RS
3,16,2022,Kings,Bucks,126,135,0,RS
3,16,2022,Clippers,Raptors,100,103,0,RS
3,17,2022,Magic,Pistons,120,134,0,RS
3,18,2022,Hawks,Grizzlies,120,105,0,RS
3,18,2022,Kings,Celtics,97,126,0,RS
3,18,2022,76ers,Mavericks,111,101,0,RS
3,18,2022,Knicks,Wizards,100,97,0,RS
3,18,2022,Raptors,Lakers,123,128,1,RS
3,18,2022,Nets,Trail Blazers,128,123,0,RS
3,18,2022,Cavaliers,Nuggets,119,116,1,RS
3,18,2022,Heat,Thunder,120,108,0,RS
3,18,2022,Rockets,Pacers,118,121,0,RS
3,18,2022,Spurs,Pelicans,91,124,0,RS
3,18,2022,Jazz,Clippers,121,92,0,RS
3,18,2022,Suns,Bulls,129,102,0,RS
3,19,2022,Timberwolves,Bucks,138,119,0,RS
3,19,2022,Hornets,Mavericks,129,108,0,RS
3,19,2022,Cavaliers,Pistons,113,109,0,RS
3,19,2022,Wizards,Lakers,127,119,0,RS
3,20,2022,Rockets,Grizzlies,98,122,0,RS
3,20,2022,Nuggets,Celtics,104,124,0,RS
3,20,2022,Pacers,Trail Blazers,129,98,0,RS
3,20,2022,Hawks,Pelicans,112,117,0,RS
3,20,2022,Magic,Thunder,90,85,0,RS
3,20,2022,Kings,Suns,124,127,1,RS
3,20,2022,Knicks,Jazz,93,108,0,RS
3,20,2022,76ers,Raptors,88,93,0,RS
3,20,2022,Warriors,Spurs,108,110,0,RS
3,21,2022,Thunder,Celtics,123,132,0,RS
3,21,2022,Hornets,Pelicans,106,103,0,RS
3,21,2022,Cavaliers,Lakers,120,131,0,RS
3,21,2022,Pistons,Trail Blazers,115,119,0,RS
3,21,2022,76ers,Heat,113,106,0,RS
3,21,2022,Nets,Jazz,114,106,0,RS
3,21,2022,Bulls,Raptors,113,99,0,RS
3,21,2022,Rockets,Wizards,115,97,0,RS
3,21,2022,Mavericks,Timberwolves,110,108,0,RS
3,22,2022,Magic,Warriors,94,90,0,RS
3,22,2022,Knicks,Hawks,111,117,0,RS
3,22,2022,Bucks,Bulls,126,98,0,RS
3,22,2022,Nuggets,Clippers,127,115,0,RS
3,23,2022,Celtics,Jazz,125,97,0,RS
3,23,2022,Grizzlies,Nets,132,120,0,RS
3,23,2022,Hornets,Knicks,106,121,0,RS
3,23,2022,Pistons,Hawks,122,101,0,RS
3,23,2022,Pacers,Kings,109,110,0,RS
3,23,2022,Heat,Warriors,104,118,0,RS
3,23,2022,Timberwolves,Suns,116,125,0,RS
3,23,2022,Thunder,Magic,118,102,0,RS
3,23,2022,Mavericks,Rockets,110,91,0,RS
3,23,2022,Lakers,76ers,121,126,0,RS
3,23,2022,Trail Blazers,Spurs,96,133,0,RS
3,24,2022,Grizzlies,Pacers,133,103,0,RS
3,24,2022,Raptors,Cavaliers,117,104,0,RS
3,24,2022,Bucks,Wizards,114,102,0,RS
3,24,2022,Pelicans,Bulls,126,109,0,RS
3,24,2022,Nuggets,Suns,130,140,0,RS
3,25,2022,Hornets,Jazz,107,101,0,RS
3,25,2022,Pistons,Wizards,97,100,0,RS
3,25,2022,Hawks,Warriors,121,110,0,RS
3,25,2022,Heat,Knicks,103,111,0,RS
3,25,2022,Timberwolves,Mavericks,116,95,0,RS
3,25,2022,Trail Blazers,Rockets,106,125,0,RS
3,25,2022,Clippers,76ers,97,122,0,RS
3,26,2022,Grizzlies,Bucks,127,102,0,RS
3,26,2022,Pelicans,Spurs,103,107,0,RS
3,26,2022,Magic,Kings,110,114,0,RS
3,26,2022,Raptors,Pacers,131,91,0,RS
3,26,2022,Cavaliers,Bulls,94,98,0,RS
3,26,2022,Heat,Nets,95,110,0,RS
3,26,2022,Nuggets,Thunder,113,107,0,RS
3,26,2022,Trail Blazers,Rockets,98,115,0,RS
3,27,2022,Celtics,Timberwolves,134,112,0,RS
3,27,2022,Pistons,Knicks,102,104,0,RS
3,27,2022,Wizards,Warriors,123,115,0,RS
3,27,2022,Suns,76ers,114,104,0,RS
3,27,2022,Pelicans,Lakers,116,108,0,RS
3,27,2022,Nets,Hornets,110,119,0,RS
3,27,2022,Mavericks,Jazz,114,100,0,RS
3,28,2022,Raptors,Celtics,115,112,1,RS
3,28,2022,Grizzlies,Warriors,123,95,0,RS
3,28,2022,Hornets,Nuggets,109,113,0,RS
3,28,2022,Cavaliers,Magic,107,101,0,RS
3,28,2022,Pacers,Hawks,123,132,0,RS
3,28,2022,Heat,Kings,123,100,0,RS
3,28,2022,Knicks,Bulls,109,104,0,RS
3,28,2022,Rockets,Spurs,120,123,0,RS
3,28,2022,Trail Blazers,Thunder,131,134,0,RS
3,29,2022,76ers,Bucks,116,118,0,RS
3,29,2022,Wizards,Bulls,94,107,0,RS
3,29,2022,Nets,Pistons,130,123,0,RS
3,29,2022,Mavericks,Lakers,128,110,0,RS
3,29,2022,Clippers,Jazz,121,115,0,RS
3,30,2022,Celtics,Heat,98,106,0,RS
3,30,2022,Spurs,Grizzlies,111,112,0,RS
3,30,2022,Cavaliers,Mavericks,112,120,0,RS
3,30,2022,Pacers,Nuggets,118,125,0,RS
3,30,2022,Wizards,Magic,127,110,0,RS
3,30,2022,Knicks,Hornets,114,125,0,RS
3,30,2022,Raptors,Timberwolves,125,102,0,RS
3,30,2022,Rockets,Kings,118,121,0,RS
3,30,2022,Thunder,Hawks,118,136,0,RS
3,30,2022,Warriors,Suns,103,107,0,RS
3,30,2022,Trail Blazers,Pelicans,107,117,0,RS
3,31,2022,Pistons,76ers,102,94,0,RS
3,31,2022,Nets,Bucks,119,120,1,RS
3,31,2022,Hawks,Cavaliers,131,107,0,RS
3,31,2022,Bulls,Clippers,135,130,1,RS
3,31,2022,Jazz,Lakers,122,109,0,RS
4,1,2022,Celtics,Pacers,128,123,0,RS
4,1,2022,Grizzlies,Suns,122,114,0,RS
4,1,2022,Magic,Raptors,89,102,0,RS
4,1,2022,Wizards,Mavericks,135,103,0,RS
4,1,2022,Rockets,Kings,117,122,0,RS
4,1,2022,Bucks,Clippers,119,153,0,RS
4,1,2022,Thunder,Pistons,101,110,0,RS
4,1,2022,Spurs,Trail Blazers,130,111,0,RS
4,1,2022,Nuggets,Timberwolves,130,136,0,RS
4,1,2022,Lakers,Pelicans,111,114,0,RS
4,2,2022,76ers,Hornets,144,114,0,RS
4,2,2022,Knicks,Cavaliers,101,119,0,RS
4,2,2022,Hawks,Nets,122,115,0,RS
4,2,2022,Bulls,Heat,109,127,0,RS
4,2,2022,Warriors,Jazz,111,107,0,RS
4,3,2022,Celtics,Wizards,144,102,0,RS
4,3,2022,Bucks,Mavericks,112,118,0,RS
4,3,2022,Lakers,Nuggets,118,129,0,RS
4,3,2022,Pacers,Pistons,117,121,0,RS
4,3,2022,Cavaliers,76ers,108,112,0,RS
4,3,2022,Magic,Knicks,88,118,0,RS
4,3,2022,Raptors,Heat,109,114,0,RS
4,3,2022,Rockets,Timberwolves,132,139,0,RS
4,3,2022,Thunder,Suns,117,96,0,RS
4,3,2022,Spurs,Trail Blazers,113,92,0,RS
4,3,2022,Kings,Warriors,90,109,0,RS
4,3,2022,Clippers,Pelicans,119,100,0,RS
4,5,2022,Jazz,Grizzlies,121,115,1,RS
4,5,2022,Pacers,76ers,122,131,0,RS
4,5,2022,Magic,Cavaliers,120,115,0,RS
4,5,2022,Nets,Rockets,118,105,0,RS
4,5,2022,Heat,Hornets,144,115,0,RS
4,5,2022,Raptors,Hawks,118,108,0,RS
4,5,2022,Bulls,Bucks,106,127,0,RS
4,5,2022,Timberwolves,Wizards,114,132,0,RS
4,5,2022,Thunder,Trail Blazers,98,94,0,RS
4,5,2022,Nuggets,Spurs,97,116,0,RS
4,5,2022,Kings,Pelicans,109,123,0,RS
4,5,2022,Suns,Lakers,121,110,0,RS
4,6,2022,Bulls,Celtics,94,117,0,RS
4,6,2022,Pistons,Mavericks,113,131,0,RS
4,6,2022,Knicks,Nets,98,110,0,RS
4,6,2022,Hawks,Wizards,118,103,0,RS
4,6,2022,Jazz,Thunder,137,101,0,RS
4,6,2022,Clippers,Suns,113,109,0,RS
4,7,2022,Bucks,Celtics,127,121,0,RS
4,7,2022,Nuggets,Grizzlies,122,109,0,RS
4,7,2022,Hornets,Magic,128,101,0,RS
4,7,2022,Raptors,76ers,119,114,0,RS
4,7,2022,Timberwolves,Spurs,127,121,0,RS
4,7,2022,Pelicans,Trail Blazers,127,94,0,RS
4,7,2022,Warriors,Lakers,128,112,0,RS
4,8,2022,Pistons,Bucks,101,131,0,RS
4,8,2022,Wizards,Knicks,92,114,0,RS
4,8,2022,Nets,Cavaliers,118,107,0,RS
4,8,2022,Raptors,Rockets,117,115,0,RS
4,8,2022,Heat,Hawks,113,109,0,RS
4,8,2022,Bulls,Hornets,117,133,0,RS
4,8,2022,Mavericks,Trail Blazers,128,78,0,RS
4,8,2022,Jazz,Suns,105,111,0,RS
4,8,2022,Lakers,Thunder,120,101,0,RS
4,9,2022,Grizzlies,Pelicans,141,114,0,RS
4,9,2022,76ers,Pacers,133,120,0,RS
4,9,2022,Spurs,Warriors,94,100,0,RS
4,9,2022,Clippers,Kings,117,98,0,RS
4,10,2022,Grizzlies,Celtics,110,139,0,RS
4,10,2022,Nets,Pacers,134,126,0,RS
4,10,2022,Hornets,Wizards,124,108,0,RS
4,10,2022,Cavaliers,Bucks,133,115,0,RS
4,10,2022,Rockets,Hawks,114,130,0,RS
4,10,2022,Knicks,Raptors,105,94,0,RS
4,10,2022,Magic,Heat,125,111,0,RS
4,10,2022,76ers,Pistons,118,106,0,RS
4,10,2022,Timberwolves,Bulls,120,124,0,RS
4,10,2022,Mavericks,Spurs,130,120,0,RS
4,10,2022,Nuggets,Lakers,141,146,1,RS
4,10,2022,Clippers,Thunder,138,88,0,RS
4,10,2022,Pelicans,Warriors,107,128,0,RS
4,10,2022,Suns,Kings,109,116,0,RS
4,10,2022,Trail Blazers,Jazz,80,111,0,RS
4,12,2022,Timberwolves,Clippers,109,104,0,PI
4,12,2022,Nets,Cavaliers,115,108,0,PI
4,13,2022,Hawks,Hornets,132,103,0,PI
4,13,2022,Spurs,Pelicans,113,103,0,PI
4,15,2022,Cavaliers,Hawks,101,107,0,PI
4,15,2022,Clippers,Pelicans,101,105,0,PI
4,16,2022,Grizzlies,Timberwolves,117,130,0,R1
4,16,2022,Mavericks,Jazz,93,99,0,R1
4,16,2022,76ers,Raptors,131,111,0,R1
4,16,2022,Warriors,Nuggets,123,107,0,R1
4,17,2022,Celtics,Nets,115,114,0,R1
4,17,2022,Heat,Hawks,115,91,0,R1
4,17,2022,Bucks,Bulls,93,86,0,R1
4,17,2022,Suns,Pelicans,110,99,0,R1
4,18,2022,76ers,Raptors,112,97,0,R1
4,18,2022,Mavericks,Jazz,110,104,0,R1
4,18,2022,Warriors,Nuggets,126,106,0,R1
4,19,2022,Grizzlies,Timberwolves,124,96,0,R1
4,19,2022,Heat,Hawks,115,105,0,R1
4,19,2022,Suns,Pelicans,114,125,0,R1
4,20,2022,Celtics,Nets,114,107,0,R1
4,20,2022,Raptors,76ers,101,104,1,R1
4,20,2022,Bucks,Bulls,110,114,0,R1
4,21,2022,Timberwolves,Grizzlies,95,104,0,R1
4,21,2022,Jazz,Mavericks,113,118,0,R1
4,21,2022,Nuggets,Warriors,111,110,0,R1
4,22,2022,Hawks,Heat,81,111,0,R1
4,22,2022,Bulls,Bucks,81,111,0,R1
4,22,2022,Pelicans,Suns,111,114,0,R1
4,23,2022,Nets,Celtics,103,109,0,R1
4,23,2022,Timberwolves,Grizzlies,119,118,0,R1
4,23,2022,Raptors,76ers,110,102,0,R1
4,23,2022,Jazz,Mavericks,100,99,0,R1
4,24,2022,Bulls,Bucks,95,119,0,R1
4,24,2022,Nuggets,Warriors,126,121,0,R1
4,24,2022,Hawks,Heat,86,110,0,R1
4,24,2022,Pelicans,Suns,118,103,0,R1
4,25,2022,Nets,Celtics,112,116,0,R1
4,25,2022,76ers,Raptors,88,103,0,R1
4,25,2022,Mavericks,Jazz,102,77,0,R1
4,26,2022,Grizzlies,Timberwolves,111,109,0,R1
4,26,2022,Heat,Hawks,97,94,0,R1
4,26,2022,Suns,Pelicans,112,97,0,R1
4,27,2022,Bucks,Bulls,116,100,0,R1
4,27,2022,Warriors,Nuggets,102,98,0,R1
4,28,2022,Raptors,76ers,97,132,0,R1
4,28,2022,Pelicans,Suns,109,115,0,R1
4,28,2022,Jazz,Hawks,96,98,0,R1
4,29,2022,Timberwolves,Grizzlies,106,114,0,R1
5,1,2022,Celtics,Bucks,89,101,0,R2
5,1,2022,Grizzlies,Warriors,116,117,0,R2
5,2,2022,Heat,76ers,106,92,0,R2
5,2,2022,Suns,Mavericks,121,114,0,R2
5,3,2022,Celtics,Bucks,109,86,0,R2
5,3,2022,Grizzlies,Warriors,106,101,0,R2
5,4,2022,Heat,76ers,119,103,0,R2
5,4,2022,Suns,Mavericks,129,109,0,R2
5,6,2022,76ers,Heat,99,79,0,R2
5,6,2022,Mavericks,Suns,103,94,0,R2
5,7,2022,Bucks,Celtics,103,101,0,R2
5,7,2022,Warriors,Grizzlies,142,112,0,R2
5,8,2022,Mavericks,Suns,111,101,0,R2
5,8,2022,76ers,Heat,116,108,0,R2
5,9,2022,Bucks,Celtics,108,116,0,R2
5,9,2022,Warriors,Grizzlies,101,98,0,R2
5,10,2022,Heat,76ers,120,85,0,R2
5,10,2022,Suns,Mavericks,110,80,0,R2
5,11,2022,Celtics,Bucks,107,110,0,R2
5,11,2022,Grizzlies,Warriors,134,95,0,R2
5,12,2022,76ers,Heat,90,99,0,R2
5,12,2022,Mavericks,Suns,113,86,0,R2
5,13,2022,Bucks,Celtics,95,108,0,R2
5,13,2022,Warriors,Grizzlies,110,96,0,R2
5,15,2022,Celtics,Bucks,109,81,0,R2
5,15,2022,Suns,Mavericks,90,123,0,R2
5,17,2022,Heat,Celtics,118,107,0,R3
5,18,2022,Warriors,Mavericks,112,87,0,R3
5,19,2022,Heat,Celtics,102,127,0,R3
5,20,2022,Warriors,Mavericks,126,117,0,R3
5,21,2022,Celtics,Heat,0,0,0,R3
5,22,2022,Mavericks,Warriors,0,0,0,R3